ENTITY_ID;OPERATING_COMPANY;ADDRESS;ZIP_CODE;CITY;LONGITUDE;LATITUDE;START_UP_DATE;LOADER_TYPE;NUMBER_OF_CHARGING_POINTS;CONNECTION_POWER_KW;PLUG_TYPES_1;POWER_1_KW;PLUG_TYPES_2;POWER_2_KW;PLUG_TYPES_3;POWER_3_KW;PLUG_TYPES_4;POWER_4_KW
1479;innogy SE;Güntzelstr.56/Ecke Bundesallee 14;10717;Berlin;13.330553;52.49095;20.05.09;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1480;Allego GmbH;Trautenaustr. Ggü. 21;10717;Berlin;13.330154;52.493241;05.07.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1481;innogy SE;Schaperstraße 17;10719;Berlin;13.329086;52.499416;20.05.09;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1482;Allego GmbH;Ludwigkirchstr. ggü. 6;10719;Berlin;13.324219;52.497883;22.12.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1483;Allego GmbH;Uhlandstr. 61;10719;Berlin;13.323631;52.494521;20.11.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1484;innogy SE;Motzstraße 43;10777;Berlin;13.344862;52.496774;28.09.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1485;Allego GmbH;Fuggerstr. 34;10777;Berlin;13.342238;52.499237;22.06.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1486;Allego GmbH;Eisenacher Str. 1;10777;Berlin;13.349617;52.500134;04.08.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1487;Allego GmbH;Eisenachstr. 102;10781;Berlin;13.349851;52.494823;05.08.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1488;Allego GmbH;Pallasstr. 2;10781;Berlin;13.360266;52.494506;14.03.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1489;Allego GmbH;Eisenacher Str. 32;10781;Berlin;13.349171;52.491716;22.02.18;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1490;Allego GmbH;Frobenstr. Ggü. 22;10783;Berlin;13.359538;52.498649;04.03.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1491;innogy SE;Bellevuestr. 3;10785;Berlin;13.373844;52.510428;17.07.09;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1492;innogy SE;Lützowplatz 11;10785;Berlin;13.353095;52.504097;15.07.10;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1493;Allego GmbH;Kurfürstenstr. 164;10785;Berlin;13.366073;52.499244;12.12.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1494;Allego GmbH;Einemstr. 25;10785;Berlin;13.352832;52.503742;10.01.17;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1495;Allego GmbH;Inge-Beisheim-Platz 1;10785;Berlin;13.376732;52.511446;01.09.16;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1496;Allego GmbH;Inge-Beisheim-Platz 1;10785;Berlin;13.376732;52.511446;01.09.16;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1497;Allego GmbH;Inge-Beisheim-Platz 1;10785;Berlin;13.376732;52.511446;01.09.16;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1498;Allego GmbH;Lützowstr. 113;10785;Berlin;13.370846;52.501842;12.07.17;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1499;innogy SE;Stülerstraße 11;10787;Berlin;13.349137;52.507832;13.04.10;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1500;innogy SE;Burggrafenstraße 6;10787;Berlin;13.343569;52.505073;23.05.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1501;Allego GmbH;Keithstr. 1;10787;Berlin;13.345728;52.501532;02.06.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1502;Allego GmbH;Budapester Str. 11;10787;Berlin;13.346073;52.506636;21.03.17;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1503;innogy SE;Augsburger Str. 25;10789;Berlin;13.335301;52.501585;20.05.09;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1504;innogy SE;Bayreuther Straße 36;10789;Berlin;13.343711;52.501225;23.12.11;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1505;Allego GmbH;Apostel-Paulus-Str. 5;10823;Berlin;13.349555;52.488368;19.10.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1506;innogy SE;Grunewaldstraße 57;10825;Berlin;13.340837;52.488661;23.05.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1507;Allego GmbH;Fritz-Elsas-Str. 22;10825;Berlin;13.346442;52.482535;02.06.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1508;Allego GmbH;Badensche Str. 8;10825;Berlin;13.337844;52.485822;28.10.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1509;Allego GmbH;Berchtesgadener Str.13;10825;Berlin;13.343806;52.488831;10.03.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1510;Allego GmbH;Belziger Str. 19;10825;Berlin;13.354516;52.487371;23.02.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1511;Allego GmbH;Helmstr. 10;10827;Berlin;13.359963;52.48853;15.02.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1512;Allego GmbH;Großgörschenstr. Vor 1;10827;Berlin;13.361049;52.491234;05.02.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1513;Allego GmbH;Lotte-Laserstein-Straße DB Südkreuz;10829;Berlin;13.3642;52.47574;18.09.15;Schnellladeeinrichtung;2;93.0;DC Kupplung Combo, DC CHAdeMO;50.0;AC Kupplung Typ 2;43.0;;0.0;;0.0
1514;Allego GmbH;Leberstr. 6;10829;Berlin;13.361404;52.485471;04.03.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1515;inno2grid GmbH;EUREF-Campus 15;10829;Berlin;13.355319;52.480154;01.06.16;Normalladeeinrichtung;4;88.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0
1516;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356835;52.480792;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1517;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356927;52.480834;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1518;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.357124;52.480931;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1519;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.357018;52.48098;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1520;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356947;52.481024;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1521;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356849;52.481086;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1522;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356752;52.481118;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1523;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356673;52.481132;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1524;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356598;52.481134;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1525;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356509;52.481126;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1526;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356435;52.481102;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1527;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.35639;52.481066;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1528;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356296;52.481022;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1529;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356216;52.48093;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1530;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356207;52.480858;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1531;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356236;52.480785;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1532;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356282;52.480739;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1533;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356337;52.480703;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1534;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356405;52.480662;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1535;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356477;52.48064;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1536;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356744;52.480977;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1537;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356671;52.481;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1538;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356584;52.481005;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1539;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356493;52.480984;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1540;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356424;52.480949;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1541;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356424;52.480949;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1542;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356389;52.480894;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1543;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.35642;52.480823;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1544;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356645;52.480924;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1545;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356552;52.480937;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1546;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356515;52.480886;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1547;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356609;52.48084;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1548;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356698;52.480875;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1549;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356768;52.480898;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1550;Gesellschaft für verteilte Energiesysteme mbH;EUREF-Campus 21/22;10829;Berlin;13.356854;52.480932;19.10.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1551;Senertec Center Berlin Brandenburg GmbH;Wilhelm-Kabus-Str. 79 / Naumannstr. 81;10829;Berlin;13.363947;52.478634;30.11.18;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1552;Allego GmbH;Mehringdamm 10;10961;Berlin;13.388703;52.497232;31.05.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1553;Allego GmbH;Südstern 14;10961;Berlin;13.407274;52.488685;25.02.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1554;Allego GmbH;Blücherstr. 19;10961;Berlin;13.398243;52.4948;05.12.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1555;Allego GmbH;Solmsstr. 16;10961;Berlin;13.390709;52.491988;10.10.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1556;Allego GmbH;Nostitzstr. 36;10961;Berlin;13.390284;52.489861;03.08.17;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1557;innogy SE;Gabriele-Tergit-Promenade 1;10963;Berlin;13.376504;52.508248;15.04.10;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1558;Allego GmbH;Bernburger Str. 34;10963;Berlin;13.380887;52.504762;28.11.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1559;Allego GmbH;Wartenburgstr. 24;10963;Berlin;13.383722;52.495127;10.10.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1560;Allego GmbH;Möckernstr. 93;10963;Berlin;13.379659;52.493218;16.12.17;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1561;Allego GmbH;Schwiebusser Str. ggü. 46;10965;Berlin;13.394098;52.485901;07.07.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1562;Allego GmbH;Kreuzbergstr. 22;10965;Berlin;13.381119;52.489843;23.02.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1563;Allego GmbH;Schenkendorfstr. 8;10965;Berlin;13.392945;52.489075;07.11.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1564;Allego GmbH;Lenaustr. 1;10967;Berlin;13.424433;52.489938;15.02.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1565;Allego GmbH;Schönleinstr. ggü. 20;10967;Berlin;13.419889;52.490197;20.11.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1566;Allego GmbH;Grimmstr. 9;10967;Berlin;13.413538;52.493476;22.12.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1567;Allego GmbH;Markgrafenstr. 18;10969;Berlin;13.394584;52.506311;05.07.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1568;Allego GmbH;Lindenstr. 113;10969;Berlin;13.394772;52.499942;08.04.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1569;Allego GmbH;Prinzenstr. 97;10969;Berlin;13.407904;52.50041;11.07.16;Schnellladeeinrichtung;2;93.0;DC Kupplung Combo, DC CHAdeMO;50.0;AC Kupplung Typ 2;43.0;;0.0;;0.0
1570;Allego GmbH;Lindenstr. 113;10969;Berlin;13.394782;52.499952;11.04.16;Schnellladeeinrichtung;2;93.0;DC Kupplung Combo, DC CHAdeMO;50.0;AC Kupplung Typ 2;43.0;;0.0;;0.0
1571;Allego GmbH;Stallschreiberstr. 55;10969;Berlin;13.409668;52.50427;28.01.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1572;Allego GmbH;Wassertorstr. 53;10969;Berlin;13.407592;52.500008;28.11.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1573;Allego GmbH;Wrangelstr. 35;10997;Berlin;13.437175;52.500491;05.12.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1574;Allego GmbH;Eisenbahnstr. 39;10997;Berlin;13.432597;52.502519;20.11.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1575;Allego GmbH;Glogauer Str. 20;10999;Berlin;13.436405;52.492326;05.07.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1576;Allego GmbH;Reichenberger Str. 20;10999;Berlin;13.419909;52.498568;22.12.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1577;Allego GmbH;Lausitzer Str. 6;10999;Berlin;13.408519;52.553752;20.11.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1578;innogy SE;Karl-Marx-Straße 62;12043;Berlin;13.432248;52.482664;28.09.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1579;innogy SE;Treptower Straße 97;12043;Berlin;13.447891;52.477748;23.05.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1580;Allego GmbH;Karl-Marx-Str. ggü. 9;12043;Berlin;13.425589;52.485678;13.10.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1581;innogy SE;Wildenbruchplatz 1;12045;Berlin;13.443611;52.483889;23.05.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1582;Allego GmbH;Jansastr. 13;12045;Berlin;13.433537;52.485832;10.10.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1583;Allego GmbH;Wildenbruchstr. 89;12045;Berlin;13.440846;52.482149;16.11.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1584;Allego GmbH;Spremberger Str. 7;12047;Berlin;13.423077;52.494063;20.11.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1585;innogy SE;Hermannstraße 1;12049;Berlin;13.424146;52.486057;14.03.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1586;Allego GmbH;Emser Str. 39;12051;Berlin;13.430205;52.468459;15.07.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1587;Allego GmbH;Juliusstr. 36;12051;Berlin;13.434451;52.463234;22.01.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1588;Allego GmbH;Glasower Str. 68;12051;Berlin;13.442555;52.464994;05.01.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1589;innogy SE;Werbellinstraße 79;12053;Berlin;13.427361;52.477649;28.09.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1590;Allego GmbH;Werbellinstr. 8;12053;Berlin;13.436308;52.478894;11.05.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1591;Allego GmbH;Rollbergstr. 72;12053;Berlin;13.426914;52.478351;18.08.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1592;Allego GmbH;Reuterstr. 82;12053;Berlin;13.428816;52.483452;18.08.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1593;Allego GmbH;Leykestr. 18;12053;Berlin;13.42787;52.474872;05.12.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1594;innogy SE;Saalestraße;12055;Berlin;13.4435;52.469933;28.09.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1595;Allego GmbH;Braunschweiger Str. ggü. 1;12055;Berlin;13.454383;52.474377;22.12.15;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1596;Allego GmbH;Planetenstr. 47;12057;Berlin;13.467502;52.468649;17.08.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1597;innogy SE;Sonnenallee 224;12059;Berlin;13.45612;52.471539;16.03.12;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1598;Allego GmbH;Treptower Straße 40;12059;Berlin;13.456928;52.48485;06.02.18;Normalladeeinrichtung;1;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0;;0.0
1599;innogy SE;Tempelhofer Damm 187;12099;Berlin;13.384968;52.459663;14.12.11;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1600;innogy SE;Tempelhofer Damm 2;12101;Berlin;13.385943;52.483895;23.12.11;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1601;Allego GmbH;Tempelhofer Damm 76;12101;Berlin;13.385563;52.474948;08.03.16;Normalladeeinrichtung;2;22.0;AC Steckdose Typ 2;11.0;AC Steckdose Typ 2;11.0;;0.0;;0.0
1602;innogy SE;Alboinstraße 5;12103;Berlin;13.371279;52.469452;14.12.11;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
1603;innogy SE;Alboinstraße 4;12103;Berlin;13.37075;52.469208;22.05.14;Normalladeeinrichtung;2;44.0;AC Steckdose Typ 2;22.0;AC Steckdose Typ 2;22.0;;0.0;;0.0
